Facility,SOURCEID,AIID,LATITUDE,LONGITUDE,PERMITTYPE,NAICS_CODE,INVENTORY,EMISSIONUN,CO,NOX,SO2,VOC,LEAD,PM10,PM25,NH3
Wells Fargo Operations Center,2712300740,85402,45.1224,-93.178,D,522110,2018,TON,0.99945,3.581,0.087625,0.09356,0.000003763,0.068185,0.0637665,0.02777
Wells Fargo Operations Center,2712300740,85402,45.1224,-93.178,D,522110,2017,TON,1.123775,2.5405,0.0485046,0.087645,0.000005894,0.038595,0.0355293,0.03779
Wells Public Utilities,2704300045,3353,43.74667804,-93.75318011,C,221320,2019,TON,0.39076,2.10385,0.0743964,0.1321453,7.775E-08,0.08148576,0.08143019,0.0085692
Wells Public Utilities,2704300045,3353,43.74667804,-93.75318011,C,221320,2018,TON,0.20015,0.9429,0.0463464,0.067466,1.085E-07,0.05079371,0.05076494,0.00418
Wells Public Utilities,2704300045,3353,43.7444,-93.7239,C,221320,2017,TON,0.36525,1.86358,0.08342905,0.1279916,6.288E-08,0.09143925,0.09140521,0.00801662
Welsh Equipment Inc,2703900035,44677,43.9787,-92.9012,D,441228,2019,TON,0.4326,0.515,0.00309,42.84833,0.000002575,17.152678,14.2322145,0.01648
Welsh Equipment Inc,2703900035,44677,43.9787,-92.9012,D,441228,2018,TON,0.4196,0.6021,0.0021525,35.23129,0.000001374,15.0626623,12.5021884,0.008792
Welsh Equipment Inc,2703900035,44677,43.9787,-92.9012,D,441228,2017,TON,0.3002,0.5203,0.0008004,31.46502,,13.861961,11.5016012,
Wenger Corp,2714700044,1404,44.0896,-93.2469,D,339999,2019,TON,1.711,2.037,0.01222,4.579,0.00159486,8.80359,7.629757,0.06517
Wenger Corp,2714700044,1404,44.0896,-93.2469,D,339999,2018,TON,1.72,2.048,0.01229,4.8286,0.00158384,8.155647,7.274304,0.06552
Wenger Corp,2714700044,1404,44.0896,-93.2469,D,339999,2017,TON,1.549,1.844,0.01106,5.5544,0.00077362,3.700589,2.488229,0.05901
We-no-nah Canoe,2716900066,1403,44.0251,-91.6092,D,336612,2018,TON,0.0911,0.3037,0.0006507,2.701965,5.423E-07,0.0005639,0.0004663,0.00347
We-no-nah Canoe,2716900066,1403,44.0251,-91.6092,D,336612,2017,TON,0.07833,0.2611,0.0005595,2.701129,4.663E-07,0.0004849,0.000401,0.002984
West Central Turkeys LLC,2711100078,1588,46.5776,-96.0858,D,311615,2019,TON,6.33995,7.5882,0.0449572,0.42016,0.0000373,0.0392731,0.03247038,0.2387
West Central Turkeys LLC,2711100078,1588,46.5776,-96.0858,D,311615,2018,TON,6.5163,7.814,0.0460854,0.43367,0.00003818,0.0403747,0.0333798,3.7423
West Central Turkeys LLC,2711100078,1588,46.5776,-96.0858,D,311615,2017,TON,6.0917,7.3099,0.0430344,0.40612,0.00003563,0.0377468,0.0312068,4.227
Westbrook Municipal Light & Power,2703300018,1407,44.0417,-95.4364,C,221118,2019,TON,0.0000442,0.0002054,0.0000135,0.00001676,,0.00001481,1.48087E-05,0.000000986
Westbrook Municipal Light & Power,2703300018,1407,44.0417,-95.4364,C,221118,2018,TON,0.0000403,0.0001872,0.00001231,0.00001528,0,0.000013507,0.000013507,0.000000899
Westbrook Municipal Light & Power,2703300018,1407,44.0417,-95.4364,C,221118,2017,TON,0.0468,0.2174,0.01429,0.01775,,0.01568,0.0156798,0.001044
Western Lake Superior Sanitary District,2713700112,2426,46.75906727,-92.12631729,R,221320,2019,TON,5.2666,6.4877356,0.06014896,5.289480836,2.85911E-05,0.071642422,0.069887514,0.030315073
Western Lake Superior Sanitary District Administrative Office,2713700112,2426,46.75906727,-92.12631729,R,221320,2018,TON,4.865988,6.218216,0.08629627,4.2022097,2.81639E-05,0.070990776,0.069531758,0.03036177
Western Lake Superior Sanitary District Administrative Office,2713700112,2426,46.7597,-92.1243,R,221320,2017,TON,4.859824,5.966712,0.0651377,4.224282,0.000028537,0.047887077,0.046321567,0.02915905
Western Refining Terminals LLC - Cottage Grove,2716300112,7003,44.823,-92.9768,D,324110,2019,TON,,,,19.8,,0,0,
Western Refining Terminals LLC - Cottage Grove,2716300112,7003,44.823,-92.9768,D,324110,2018,TON,6.01,1.81,0.01,19.24,0.00000382,,0.2157,0
Western Refining Terminals LLC - Cottage Grove,2716300112,7003,44.823,-92.9768,D,324110,2017,TON,,,,17.11,,,,
Westmor Fluid Solutions LLC,2700300254,147993,45.22466953,-93.03273384,D,332999,2019,TON,,,,2,,0.15,0.1245,
Westmor Fluid Solutions LLC,2700300254,147993,45.22466953,-93.03273384,D,332999,2018,TON,0,0,0,2.94,0,0.46,0.3817,0
Westmor Fluid Solutions LLC,2700300254,147993,45.2246,-93.0334,D,332999,2017,TON,,,,2.69,,0.4,0.3319,
WestMor Industries LLC - Truck,2714900016,129763,45.5662,-95.8991,D,332420,2019,TON,0.5754,0.685,0.00411,23.17768,0.000003425,3.493562,2.8989455,0.02192
WestMor Industries LLC - Truck,2714900016,129763,45.5662,-95.8991,D,332420,2018,TON,0.5704,0.679,0.004074,32.81735,0.000003395,5.153531,4.2759199,0.02173
WestMor Industries LLC - Truck,2714900016,129763,45.5662,-95.8991,D,332420,2017,TON,0.4612,0.549,0.003294,32.1202,0.000002745,4.972855,4.1263609,0.01757
WESTROCK CONTAINER,2700300143,124878,45.07438484,-93.2739625,D,322211,2019,TON,1.96115,2.35806,0.0138224,1.20522,0.00001142,3.1336314,2.83614681,0.0731
WestRock MN Corp,2712300410,2477,44.9603,-93.1954,R,322130,2019,TON,93.5928,313.93,9.078138,144.86745,0.000555165,35.44643,30.69343,3.60494
WestRock MN Corp,2712300410,2477,44.9603,-93.1954,R,322130,2018,TON,96.3715,319.8715,1.236246,134.75912,0.0005663,4.196253,1.631231,3.66531
WestRock MN Corp,2712300410,2477,44.9603,-93.1954,R,322130,2017,TON,96.3376,319.068,0.68814,143.0777,0.0005676,4.024328,1.499112,3.66948
Wheaton-Dumont Coop Elevator - Graceville,2701100028,140497,45.5744,-96.39720001,D,493130,2019,TON,1.91,3.32,,0.26,,12.14,2.019238,
Wheaton-Dumont Coop Elevator - Graceville,2701100028,140497,45.5744,-96.39720001,D,493130,2018,TON,1.18,2.04,0,0.16,0,13.6492,2.26306,0
Wheaton-Dumont Coop Elevator - Graceville,2701100028,140497,45.5725,-96.396,D,493130,2017,TON,1.18,2.05,,0.16,,11.53,1.9383,
Whirl-Air-Flow Corp - Big Lake,2714100063,57127,45.3346,-93.7189,D,339999,2019,TON,0.2327,0.277,0.001662,0.15934,0.000001385,0.01244,0.0103191,0.008864
Whirl-Air-Flow Corp - Big Lake,2714100063,57127,45.3346,-93.7189,D,339999,2018,TON,0.336,0.4,0.0024,0.332,0.000002,0.01608,0.01334,0.0128
Whirl-Air-Flow Corp - Big Lake,2714100063,57127,45.3346,-93.7189,D,339999,2017,TON,0.3062,0.3645,0.002187,0.29005,0.000001823,0.011895,0.009865,0.01166
White Bear Lake High School - S Campus,2712300681,1507,45.0484,-93.0073,C,611110,2019,TON,0.59341,0.74584,0.075061,0.0388815,3.48763E-06,0.008797,0.0076269,0.005143
White Bear Lake High School - S Campus,2712300681,1507,45.0484,-93.0073,C,611110,2018,TON,0.614995,0.75236,0.040733,0.0402805,3.63807E-06,0.006437,0.0055042,0.0044502
White Bear Lake High School - S Campus,2712300681,1507,45.0484,-93.0073,C,611110,2017,TON,0.6102,0.7734,0.088786,0.039994,3.5784E-06,0.009885,0.0085951,0.005564
Whitewater Milling LLC,2710901027,154924,43.976264,-91.954875,D,311119,2019,TON,,,,,,7.03,0.703,
Whitewater Milling LLC,2710901027,154924,43.976264,-91.954875,D,311119,2018,TON,0,0,0,0,0,7,0.7,0
Whitewater Milling LLC,2710901027,154924,43.9771,-91.9549,D,311119,2017,TON,,,,,,10.91,1.091,
Wilkie Sanderson,2700900031,704,45.6012,-94.1583,D,337110,2019,TON,0.1114,0.1327,0.0007959,8.602396,6.633E-07,1.2409898,1.0297534,0.004245
Wilkie Sanderson,2700900031,704,45.6012,-94.1583,D,337110,2018,TON,0.09391,0.1118,0.0006708,10.589049,0.000000559,2.3771814,1.9725367,0.003578
Wilkie Sanderson,2700900031,704,45.6012,-94.1583,D,337110,2017,TON,0.07925,0.09435,0.0005661,10.405589,4.718E-07,2.8679906,2.3798416,0.003019
Willmar Municipal East Substation,2706700059,34899,45.1051692,-95.08447938,C,221121,2019,TON,0.3385,1.573,0.1034,0.1284,,0.1134,0.113447,0.007552
Willmar Municipal East Substation,2706700059,34899,45.1051692,-95.08447938,C,221121,2018,TON,0.2749,1.277,0.08395,0.1042,0,0.092101,0.092101,0.006132
Willmar Municipal East Substation,2706700059,34899,45.1051692,-95.08447938,C,221121,2017,TON,0.1948,0.9051,0.05949,0.07388,,0.06527,0.065271,0.004346
Willmar Municipal SW Substation,2706700058,34898,45.1273,-95.0249,C,221122,2019,TON,0.3314,1.54,0.1012,0.1257,,0.111,0.110989,0.007392
Willmar Municipal SW Substation,2706700058,34898,45.1273,-95.0249,C,221122,2018,TON,0.3077,1.43,0.09397,0.1167,0,0.103097,0.103097,0.006864
Willmar Municipal SW Substation,2706700058,34898,45.1273,-95.0249,C,221122,2017,TON,0.2051,0.9528,0.06263,0.07777,,0.06871,0.068704,0.004575
Willmar Municipal Utilities,2706700005,2308,45.1211,-95.0527,R,221112,2019,TON,0.04746,0.057137,0.000339,0.003108,2.815E-07,0.000293,0.00024251,0.001808
Willmar Municipal Utilities,2706700005,2308,45.1211,-95.0527,R,221122,2018,TON,13.269,31.8223,4.76124,0.79241,0.001402285,1.350772,0.639478,0.4547258
Willmar Municipal Utilities,2706700005,2308,45.1211,-95.0527,R,221122,2017,TON,85.682,113.225,281.83688,1.009,0.08135354,77.866209,35.3632638,0.204222
Willow Substation,2705301193,126851,45.0532,-93.5898,D,221112,2019,TON,5.116,19.316,1.3767,0.4948,,0.3462,0.33298,0.12789
Willow Substation,2705301193,126851,45.0532,-93.5898,D,221112,2018,TON,4.128,15.585,1.1107,0.3992,0,0.27932,0.26864,0.10318
Willow Substation,2705301193,126851,45.0532,-93.5898,D,221112,2017,TON,3.74,14.121,1.0064,0.3617,,0.25308,0.24341,0.0935
Winco Inc,2707900031,235,44.3864,-93.7259,D,335312,2019,TON,0.74855,3.3067,0.0403044,0.32175,0.000002419,0.0443316,0.04343973,0.027476
Winco Inc,2707900031,235,44.3864,-93.7259,D,335312,2018,TON,0.79552,3.4852,0.0248629,0.36204,0.00000278,0.0274996,0.0264328,0.030011
Winco Inc,2707900031,235,44.3864,-93.7259,D,335312,2017,TON,7.40681,1.7871,0.0220842,0.40068,0.000002283,0.02436951,0.02408027,0.019661
Wincraft Inc,2716900086,43882,44.0385,-91.6156,D,323113,2019,TON,0.1819,0.2166,0.001299,9.47391,0.000001083,0.001126,0.0009312,0.00693
Wincraft Inc,2716900086,43882,44.0385,-91.6156,D,323113,2018,TON,0.1487,0.1771,0.001062,10.169738,8.853E-07,0.0009207,0.0007614,0.005666
Wincraft Inc,2716900086,43882,44.0385,-91.6156,D,323113,2017,TON,0.1487,0.1771,0.001062,10.169738,8.853E-07,0.0009207,0.0007614,0.005666
Windom city of,2703300006,103,43.8656,-95.1196,C,922120,2019,TON,0.17,0.7897,0.05191,0.06446,,0.05695,0.056949,0.003792
Windom city of,2703300006,103,43.8656,-95.1196,C,922120,2018,TON,0.5086,2.363,0.1553,0.1929,0,0.170427,0.170427,0.01135
Windom city of,2703300006,103,43.8656,-95.1196,C,922120,2017,TON,0.09887,0.4593,0.03019,0.03749,,0.03312,0.0331223,0.002205
Winnebago Manufacturing Co,2704300043,4664,43.6478,-94.1266,D,332999,2019,TON,,0,0.6,0,,0,0,
Winnebago Manufacturing Co,2704300043,4664,43.6478,-94.1266,D,332999,2018,TON,0,0.7,0.6,1.8,0,1.0001,0.7222,0
Winnebago Manufacturing Co,2704300043,4664,43.6478,-94.1266,D,332999,2017,TON,0.1,0.6,0.6,1.3,,0.8,0.5777,
Winona Health,2716900052,651,44.0332,-91.6233,D,622110,2019,TON,3.32755,4.65078,0.17402,0.2254578,0.000021466,0.042005,0.0361303,0.124987
Winona River & Rail Inc,2716900022,4739,44.045,-91.6094,D,424910,2019,TON,,,,,,8.168,2.883,
Winona River & Rail Inc,2716900022,4739,44.045,-91.6094,D,424910,2018,TON,0,0,0,0,0,9.042,3.191,0
Winona River & Rail Inc,2716900022,4739,44.045,-91.6094,D,424910,2017,TON,,,,,,7.916,2.794,
Winona State University - Lourdes Hall,2716900058,353,44.0512,-91.6664,D,611310,2019,TON,0.47425,0.5894,0.129024,0.030824,0.000004983,0.006952,0.0051259,0.019146
Winona State University - Lourdes Hall,2716900058,353,44.0512,-91.6664,D,611310,2018,TON,0.4962,0.6315,0.209341,0.03212,0.000006493,0.009652,0.0069609,0.02067
Winona State University - Lourdes Hall,2716900058,353,44.0512,-91.6664,D,611310,2017,TON,0.435475,0.5276,0.049597,0.028431,3.3918E-06,0.004182,0.0032273,0.016984
Winsted Custom Wood Inc,2705301100,119745,45.1539,-93.3932,D,337211,2019,TON,0.01037,0.01235,0.0000741,1.3106793,6.175E-08,0.00006422,0.00005311,0.0003952
Winsted Custom Wood Inc,2705301100,119745,45.1539,-93.3932,D,337211,2018,TON,0.01037,0.01235,0.0000741,1.3506793,6.175E-08,0.02006422,0.01665311,0.0003952
Winsted Custom Wood Inc,2705301100,119745,45.1539,-93.3932,D,337211,2017,TON,0.01037,0.01235,0.0000741,1.3506793,6.175E-08,0.02006422,0.01665311,0.0003952
Wipaire Inc,2703700227,116,44.8617,-93.0311,D,336413,2019,TON,0.1869,0.2225,0.001335,7.76424,0.000001113,0.491157,0.4075568,0.00712
Wipaire Inc,2703700227,116,44.8617,-93.0311,D,336413,2018,TON,0.101,0.1202,0.0007212,4.686611,0.000000601,0.410625,0.3407168,0.003846
Wipaire Inc,2703700227,116,44.8617,-93.0311,D,336413,2017,TON,0.09547,0.1137,0.0006819,4.266251,5.683E-07,0.340591,0.2825887,0.003637
Wisconsin Central Limited - Duluth Ore Dock,2713700043,556,46.75058698,-92.13996409,R,482111,2018,TON,0,0,0,0,0,202.64196,30.681207,0
Wisconsin Central Limited - Duluth Ore Dock,2713700043,556,46.75058698,-92.13996409,R,482111,2017,TON,,,,,,175.95336,26.701019,
Wisconsin Central Ltd,2713700043,556,46.75058698,-92.13996409,R,482111,2019,TON,,,,,,155.6648108,22.6156908,
Wisconsin Central Ltd - Duluth Missabe & Iron Range Railway Co,2707500005,355,47.0166,-91.6823,R,482111,2018,TON,0,0,0,0.17572,0,132.5711087,25.73555668,0
Wisconsin Central Ltd - Duluth Missabe & Iron Range Railway Co,2707500005,355,47.0166,-91.6823,R,482111,2017,TON,,,,0.066,,111.357331,22.2052574,
Wisconsin Central Ltd Two Harbors Docks,2707500005,355,47.0166,-91.6823,R,482111,2019,TON,,,,0.17572,,121.2937867,25.13979273,
Witte Brothers Inc,2713100074,35252,44.2517,-93.3691,NM,212321,2019,TON,0.065,0.302,0.01985,0.02465,,0.15413,0.0509071,0.00145
Witte Brothers Inc,2713100074,35252,44.2517,-93.3691,NM,212321,2018,TON,0.039,0.1812,0.01191,0.01479,0,0.0909426,0.0305198,0.00087
Witte Brothers Inc,2713100074,35252,44.2517,-93.3691,NM,212321,2017,TON,0.04713,0.219,0.01439,0.01787,,0.106085,0.0348889,0.001051
Wm D Scepaniak Inc,2799000329,143435,0,0,NM,212321,2019,TON,11.89,58.79,6.605,4.756,,11.6545,5.551769,0
Wm D Scepaniak Inc,2799000329,143435,0,0,NM,212321,2018,TON,17.36,80.67,5.303,6.585,0,29.86735,8.87517,0
Wm D Scepaniak Inc,2799000329,143435,0,0,NM,212321,2017,TON,13.8,68.25,7.668,5.521,,22.4294,6.911572,
Wm Mueller & Sons Inc,2701900053,2129,0,0,NM,212321,2019,TON,0.6637,3.084,0.2027,0.2517,,1.2648,0.638037,0.01481
Wm Mueller & Sons Inc,2701900053,2129,0,0,NM,212321,2018,TON,0.5877,2.731,0.1795,0.2229,0,1.454949,0.646641,0.01311
Wm Mueller & Sons Inc,2701900053,2129,0,0,NM,212321,2017,TON,0.8292,3.853,0.2532,0.3145,,1.91103,0.839574,0.0185
Wm Mueller & Sons Inc - Blakely,2701900029,1654,44.62324524,-93.80358887,HM,324121,2019,TON,8.316420118,1.9768,0.8375,2.273201219,0.00020309,1.594910051,0.927963042,
Wm Mueller & Sons Inc - Blakely,2701900029,1654,44.62324524,-93.80358887,HM,324121,2018,TON,3.66005,0.8622,0.36529,1.3284,0.00008861,0.661722051,0.411183018,0
Wm Mueller & Sons Inc - Blakely,2701900029,1654,44.63306944,-93.84222222,HM,324121,2017,TON,8.891,2.1351,0.9047,2.189,0.00021947,1.5732,0.971365,
Wm Mueller & Sons Inc - Carver,2701900002,584,44.75082416,-93.64804983,HM,324121,2019,TON,12.52208,0.7797,0.1435,0.3776,0.00002776,1.23499,0.201402,
Wm Mueller & Sons Inc - Carver,2701900002,584,44.75082416,-93.64804983,HM,324121,2018,TON,5.62993,0.3507,0.06452,0.16984,0.00001248,0.763816,0.164156,0
Wm Mueller & Sons Inc - Carver,2701900002,584,44.7532,-93.6479,HM,324121,2017,TON,6.601,0.4126,0.07591,0.1353,0.00001469,0.4456,0.30883,
Wolkerstorfer Co Inc,2712300292,2304,45.0494,-93.1906,R,332812,2019,TON,0.374203,0.51599,0.00258652,12.189915,,0.45278913,0.33051979,0.01352
Wolkerstorfer Co Inc,2712300292,2304,45.0494,-93.1906,R,332812,2018,TON,0.362825,0.450642,0.002513,12.344537,0,0.29387745,0.23670545,0.013152
Wolkerstorfer Co Inc,2712300292,2304,45.0494,-93.1906,R,332812,2017,TON,0.335143,0.420834,0.0023845,10.81771,,0.302833175,0.23720035,0.012688
Woodco Prefinishing Inc,2705300905,81646,45.1574,-93.1909,D,321911,2019,TON,0.2474,0.2945,0.001767,24.3562,0.000001473,9.151531,7.5942664,0.009424
Woodco Prefinishing Inc,2705300905,81646,45.1574,-93.1909,D,321911,2018,TON,0.2772,0.33,0.00198,36.16815,0.00000165,13.471716,11.181419,0.01056
Woodco Prefinishing Inc,2705300905,81646,45.1574,-93.1909,D,321911,2017,TON,,,,30.54,,33.7,27.96,
Woodcraft Industries - Foreston,2709500006,98,45.7352,-93.707,D,321912,2017,TON,8.194054,7.44605,0.3965221,0.2701073,0.000636352,7.93330882,5.61925641,0.0059072
Woodcraft Industries Cabinet Door Div,2700900018,99,45.5616,-94.1402,D,321912,2017,TON,,,,1.488,,10.451,5.2474,
Woodcraft Industries Inc,2700900024,2353,45.56134796,-94.14324951,D,337110,2019,TON,16.31301,14.23308,0.7354579,2.817929,0.001273363,16.3285738,11.53357096,0.5257347
Woodcraft Industries Inc,2709500006,98,45.7352,-93.707,D,321912,2018,TON,2.20462,2.79215,0.1610057,2.546365,0.00014788,4.425327,2.65214665,0.069126
Woodcraft Industries Inc,2712300733,80376,45.0953,-93.197,D,321911,2017,TON,,,,2.909,,0.087,0.07219,
Woodcraft Industries Inc - St Cloud,2700900024,2353,45.562,-94.1428,D,321912,2017,TON,16.18396,13.24805,0.6719283,0.461443,0.00128944,12.5714579,9.63654066,0.002818
"Woodcraft Industries, Inc",2700900024,2353,45.56134796,-94.14324951,D,337110,2018,TON,15.9218,13.057,0.6589417,0.456032,0.001263785,13.4242161,10.0026268,0.515022
World Transload & Logistics LLC,2705301214,20406,45.04814067,-93.39196305,D,332996,2017,TON,0.01,0.02,,5.56,,3.18,2.6386,
Worthington Container Inc,2710500055,93183,43.6316,-95.561,D,423830,2019,TON,0.48476,0.63854,0.245794,8.644913,0.010372745,4.614755,3.5891229,0.01757
Worthington Container Inc,2710500055,93183,43.6316,-95.561,D,423830,2018,TON,0.43373,0.6629,0.580197,11.72596,0.024702248,5.3543881,4.1300835,0.01439
Worthington Container Inc,2710500055,93183,43.6316,-95.561,D,423830,2017,TON,0.40808,0.719,0.921976,12.79874,0.039331897,5.845773,4.4744613,0.01214
Worthington Diesel Generating Plant,2710500054,61751,43.63389539,-95.61148695,R,221122,2019,TON,0.7018,8.833,0.13917,0.2266934,,0.158315,0.152275,0.058494
Worthington Diesel Generating Plant,2710500054,61751,43.63389539,-95.61148695,R,221122,2018,TON,0.15851,1.9951,0.03143,0.05119808,0,0.0357567,0.0343897,0.01321
Worthington Diesel Generating Plant,2710500054,61751,43.63389539,-95.61148695,R,221122,2017,TON,0.07427,0.9352,0.014735,0.02399668,,0.0167601,0.0161161,0.0061915
Worthington Rendering Co,2710500006,719,43.59884637,-95.62463647,D,311613,2019,TON,0.00007367,0.0002943,0.00000127,0.000005928,0.000001059,0.00002879,0.0009103,0.000006351
Worthington Rendering Co,2710500006,719,43.59884637,-95.62463647,D,311613,2018,TON,0.00008385,0.0003349,0.000001446,0.000006747,0.000001205,0.0012529,0.001036,0.000007229
Worthington Rendering Co,2710500006,719,43.6352,-95.5654,D,311613,2017,TON,0.00007273,0.0002905,0.000001254,0.000005852,0.000001045,0.00002842,0.000023502,0.00000627
Wright-Hennepin Generation,2705301252,10428,45.0959,-93.7454,C,221122,2019,TON,1.035,4.808,0.316,0.3924,,0.3467,0.346697,0.02308
Wright-Hennepin Generation,2705301252,10428,45.0959,-93.7454,C,221122,2018,TON,0.9978,4.636,0.3047,0.3784,0,0.334296,0.334296,0.02226
Wright-Hennepin Generation,2705301252,10428,45.0959,-93.7454,C,221122,2017,TON,0.6539,3.038,0.1997,0.248,,0.2191,0.219106,0.01459
WSI Industries,2717100104,11528,45.2936965,-93.7896579,D,332999,2019,TON,0.04633,0.05515,0.0003309,0.554933,,4.6032868,2.50622617,0.001765
WW Blacktopping Inc,2799000317,34677,0,0,HM,324121,2019,TON,2.14077921,0.99722121,1.04021484,1.33212776,0.00074721,2.233451493,0.668922108,0.000948
WW Blacktopping Inc,2799000317,34677,0,0,HM,324121,2018,TON,2.21691695,1.03342023,1.07722197,1.37914194,0.00077233,2.309878882,0.691825282,0
WW Blacktopping Inc,2799000317,34677,0,0,HM,324121,2017,TON,2.21079244,1.03492707,1.07223842,1.37366186,0.00077381,2.300264122,0.622244994,0.000121
Xcel Energy - Allen S King Generating Plant,2716300005,2346,45.0305,-92.7779,R,221121,2019,TON,52.254476,916.460258,1031.034366,56.270431,0.01112552,139.1522429,102.8193179,51.8496695
Xcel Energy - Allen S King Generating Plant,2716300005,2346,45.0305,-92.7779,R,221121,2018,TON,58.972765,1370.917557,1479.0278,82.7389646,0.016532253,194.630851,148.0881095,76.9809156
Xcel Energy - Allen S King Generating Plant,2716300005,2346,45.0305,-92.7779,R,221121,2017,TON,64.308552,1473.814125,1581.026709,90.7250948,0.018062995,215.5507031,161.7432562,84.0858413
Xcel Energy - Black Dog Generating Plant,2703700003,2351,44.81063922,-93.25025225,R,221112,2019,TON,375.53774,132.30628,4.46438314,7.949691,0.00005322,17.2760173,10.7662703,105.9770885
Xcel Energy - Black Dog Generating Plant,2703700003,2351,44.81063922,-93.25025225,R,221112,2018,TON,317.292278,78.983215,2.4555769,4.3667952,0.00002991,9.50141875,5.90378655,37.0777525
Xcel Energy - Black Dog Generating Plant,2703700003,2351,44.81063922,-93.25025225,R,221112,2017,TON,585.82144,51.6574,1.6338746,3.402422489,0.00002227,7.9174006,4.3042846,20.268546
Xcel Energy - Blue Lake,2713900010,1860,44.7855,-93.4315,R,221112,2019,TON,9.26556,38.2636,0.906254,1.3175737,0.00023559,0.2567172,0.2080812,6.5527429
Xcel Energy - Blue Lake,2713900010,1860,44.7855,-93.4315,R,221112,2018,TON,12.517215,29.2554,0.663652,1.846401,0.00009399,0.341197,0.257407,10.824629
