name,id,align,eye,hair,sex,alive,x
Thunder (Black Knight) (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(-19.75, 74.25)"
Pele (Oceanic Goddess) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(56.25, 74.25)"
Arthur Douglas (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(57.25, 74.25)"
Carolyn Schist (Earth-616),No Dual Identity,NA,Blue Eyes,Brown Hair,Female Characters,Living Characters,"c(86.75, 74.25)"
Le Concierge (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(88.75, 74.25)"
Tremolo (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Female Characters,Living Characters,"c(89.75, 74.25)"
Cundiff Cood (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(94.25, 74.25)"
Sebastian Blood VIII (New Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,Deceased Characters,"c(95.25, 74.25)"
Gregory Jupiter (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,"c(98.25, 74.25)"
Thaddeus Thawne II (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Blond Hair,Male Characters,Deceased Characters,"c(100.25, 74.25)"
John Harrington (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(100.75, 74.25)"
Jaketch (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,"c(101.75, 74.25)"
Terrence Long (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,"c(102.25, 74.25)"
Anteus (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(107.25, 74.25)"
Lois Lane Robot (New Earth),Public Identity,NA,Blue Eyes,Black Hair,Female Characters,Living Characters,"c(109.75, 74.25)"
George Brinner (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(111.75, 74.25)"
Morton Clegstead (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(112.25, 74.25)"
Ruffy Rabbit (Earth-616),Secret Identity,Good Characters,NA,Grey Hair,Male Characters,Living Characters,"c(140.75, 74.25)"
Karim Mahwash Najeeb (Earth-616),NA,NA,NA,Grey Hair,Male Characters,Deceased Characters,"c(-90.75, 74.75)"
Kleezar (Earth-616),No Dual Identity,Bad Characters,NA,Grey Hair,Male Characters,Deceased Characters,"c(-87.75, 74.75)"
Tim Skelly (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-87.25, 74.75)"
Father McFarland (Earth-616),NA,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(-85.25, 74.75)"
Steven Dayton (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(-84.75, 74.75)"
Margaret Adam (New Earth),NA,NA,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(-82.75, 74.75)"
Kuhul Ajaw (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-81.25, 74.75)"
Karl Kraus (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-80.75, 74.75)"
Delroy Amberson (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,"c(-80.25, 74.75)"
Jan van Slambrouck (Earth-616),NA,NA,NA,Brown Hair,Female Characters,Living Characters,"c(-56.25, 74.75)"
Mr. Meer (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,"c(-52.25, 74.75)"
Rama Kaliph (Earth-616),No Dual Identity,NA,Brown Eyes,Grey Hair,Male Characters,Living Characters,"c(-51.75, 74.75)"
Taboo (Extraterrestrial) (Earth-616),Secret Identity,Bad Characters,NA,No Hair,Male Characters,Living Characters,"c(-50.25, 74.75)"
Ed Sampson (Earth-616),No Dual Identity,Bad Characters,NA,Red Hair,Male Characters,Deceased Characters,"c(-49.75, 74.75)"
Joseph Goebbels (Earth-616),NA,NA,NA,Black Hair,Male Characters,Deceased Characters,"c(-48.75, 74.75)"
John Sargent (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(-48.25, 74.75)"
Database (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-47.75, 74.75)"
Shakkoth (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(-47.25, 74.75)"
Time-Sink (Legion Personality) (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,Living Characters,"c(-44.75, 74.75)"
Galius Zed (New Earth),Secret Identity,Good Characters,Black Eyes,NA,Male Characters,Deceased Characters,"c(-38.25, 74.75)"
Alcinoe (New Earth),NA,NA,NA,Strawberry Blond Hair,Female Characters,Living Characters,"c(-35.75, 74.75)"
Sentinel A (Earth-616),Secret Identity,Bad Characters,NA,NA,NA,Deceased Characters,"c(-34.75, 74.75)"
Joshua Ayers (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,"c(-31.75, 74.75)"
Zebadiah Creed (Earth-616),Secret Identity,Bad Characters,Amber Eyes,Brown Hair,Male Characters,Deceased Characters,"c(-31.25, 74.75)"
Juan Vallambrosa (New Earth),NA,NA,NA,Black Hair,Male Characters,Living Characters,"c(-30.75, 74.75)"
Yera Allon (Pre-Zero Hour),Public Identity,Good Characters,Purple Eyes,Purple Hair,Female Characters,Living Characters,"c(-29.25, 74.75)"
Larrs (Earth-616),Public Identity,NA,NA,NA,NA,Living Characters,"c(-27.75, 74.75)"
Carol Rayne (Earth-616),NA,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,"c(-24.25, 74.75)"
Jaime Slade (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-23.75, 74.75)"
Foam (Emil) (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,Living Characters,"c(-22.75, 74.75)"
Vincent Charles (Earth-616),Secret Identity,Bad Characters,NA,Grey Hair,Male Characters,Living Characters,"c(-21.75, 74.75)"
Kate (Heartbreak Hotel) (Earth-616),NA,NA,NA,NA,Female Characters,Living Characters,"c(58.75, 74.75)"
Orlando Furio (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,"c(59.75, 74.75)"
Bloodtide (Atlantean) (Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,Living Characters,"c(60.25, 74.75)"
Mickey Cannon (New Earth),NA,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(85.25, 74.75)"
It (Artificial Lifeform) (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(89.25, 74.75)"
Ardina (Earth-616),Secret Identity,Good Characters,White Eyes,Orange Hair,Female Characters,Living Characters,"c(90.25, 74.75)"
Minister Marvel (Earth-616),Public Identity,NA,Green Eyes,No Hair,Male Characters,Deceased Characters,"c(93.25, 74.75)"
Bart Slade (Earth-616),NA,NA,NA,Black Hair,Male Characters,Living Characters,"c(94.25, 74.75)"
Isadore Cohen (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(96.25, 74.75)"
Joseph Pincus (Earth-616),NA,Good Characters,Grey Eyes,Black Hair,Male Characters,Living Characters,"c(97.25, 74.75)"
Lucy (Mutant) (Earth-616),NA,NA,Black Eyes,Blond Hair,Female Characters,Living Characters,"c(98.75, 74.75)"
Clemence Duval (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Living Characters,"c(99.25, 74.75)"
Roderick Krupp (Earth-616),Secret Identity,NA,NA,Brown Hair,Male Characters,Deceased Characters,"c(101.25, 74.75)"
Galactus (Earth-616),Secret Identity,NA,Brown Eyes,No Hair,Male Characters,Living Characters,"c(102.75, 74.75)"
Bizarro Brainiac (New Earth),Secret Identity,NA,Green Eyes,NA,Male Characters,Living Characters,"c(103.75, 74.75)"
Jaafar Yoosuf (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(105.25, 74.75)"
P'kar (Earth-616),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,"c(106.75, 74.75)"
Brian Lazarus (Earth-616),Public Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(108.25, 74.75)"
Napalm I (New Earth),NA,Bad Characters,NA,Red Hair,Male Characters,Living Characters,"c(108.75, 74.75)"
Alia (New Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Living Characters,"c(109.25, 74.75)"
Enoch Mason (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,Living Characters,"c(-116.25, 75.25)"
Richard Jones (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(-113.75, 75.25)"
Marion Grange (New Earth),NA,Good Characters,NA,White Hair,Female Characters,Deceased Characters,"c(-110.75, 75.25)"
Bornag Royale (Earth-616),Public Identity,Bad Characters,NA,White Hair,Male Characters,Living Characters,"c(-109.75, 75.25)"
Adrian Defoe (Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,Living Characters,"c(-109.25, 75.25)"
Charn (Earth-616),NA,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(-108.75, 75.25)"
Charles McArthur (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(-107.75, 75.25)"
Myles Alfred (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(-107.25, 75.25)"
Ginniyeh (Earth-616),Secret Identity,Bad Characters,NA,Bald,Female Characters,Deceased Characters,"c(-103.75, 75.25)"
Kierrok (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,NA,Male Characters,Living Characters,"c(-99.75, 75.25)"
Harmony Killdragon (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Female Characters,Living Characters,"c(-95.75, 75.25)"
Hellverine (Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Living Characters,"c(-90.75, 75.25)"
Chiga (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,Living Characters,"c(-89.75, 75.25)"
Murmur (New Earth),NA,Bad Characters,Red Eyes,Blue Hair,Female Characters,Living Characters,"c(-87.25, 75.25)"
White Star (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-84.75, 75.25)"
James Mandarin (Earth-616),No Dual Identity,Bad Characters,NA,NA,Female Characters,Living Characters,"c(-84.25, 75.25)"
Space Cabby (New Earth),Secret Identity,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(-79.75, 75.25)"
Mind Bullet (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-57.75, 75.25)"
Jarras Minion (New Earth),Secret Identity,Good Characters,Blue Eyes,Green Hair,Male Characters,Living Characters,"c(-57.25, 75.25)"
Simon Williams (Heroes Reborn) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-56.25, 75.25)"
Jennifer Glatzer (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(-53.75, 75.25)"
Scott Lang (Stinger) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-52.25, 75.25)"
Martha Lund (Earth-616),Public Identity,Good Characters,Green Eyes,Grey Hair,Female Characters,Living Characters,"c(-51.75, 75.25)"
Nul (Earth-616),No Dual Identity,Bad Characters,White Eyes,Bald,Male Characters,Deceased Characters,"c(-51.25, 75.25)"
Regulator II (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-50.75, 75.25)"
Zobar Zodiak (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-49.75, 75.25)"
Tyrant (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Deceased Characters,"c(-47.25, 75.25)"
Baker (Guardsman) (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,"c(-43.25, 75.25)"
John Mairs (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(-41.25, 75.25)"
Red-Blue Judge (Earth-616),NA,NA,NA,NA,NA,Living Characters,"c(-40.25, 75.25)"
Elsie Dee (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(-37.25, 75.25)"
Doctor Echo (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(-35.25, 75.25)"
Changers (Earth-616),Secret Identity,Bad Characters,NA,No Hair,Agender Characters,Living Characters,"c(-31.75, 75.25)"
Bannerman White (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(-29.75, 75.25)"
Belathauzer (Earth-616),Secret Identity,NA,Red Eyes,No Hair,Male Characters,Living Characters,"c(-28.25, 75.25)"
Dansker (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-27.25, 75.25)"
Bugg (New Earth),NA,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-25.75, 75.25)"
Samson Rourke (Earth-616),Public Identity,NA,NA,NA,NA,Living Characters,"c(-24.75, 75.25)"
Flying Cloud (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(-22.75, 75.25)"
Eon (Earth-616),Secret Identity,NA,Red Eyes,Brown Hair,NA,Living Characters,"c(57.25, 75.25)"
Badb (New Earth),Secret Identity,Bad Characters,NA,Red Hair,Female Characters,Living Characters,"c(57.75, 75.25)"
Specs (Legion Personality) (Earth-616),NA,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(58.25, 75.25)"
Clancy Mullaney (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(91.25, 75.25)"
Qi'Qi (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(92.75, 75.25)"
Chlorine (Element) (Earth-616),NA,Bad Characters,NA,No Hair,NA,Living Characters,"c(93.25, 75.25)"
Ingot (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Living Characters,"c(95.25, 75.25)"
Kay Glayvor (Earth-616),Secret Identity,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(95.75, 75.25)"
All-Widow (New Earth),Public Identity,Good Characters,NA,NA,Female Characters,Living Characters,"c(97.25, 75.25)"
Hagar (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,"c(97.75, 75.25)"
Volx (Earth-616),Public Identity,Bad Characters,NA,No Hair,Female Characters,Deceased Characters,"c(102.25, 75.25)"
Gregorio de la Vega (New Earth),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(102.75, 75.25)"
Olivia Hook (Earth-616),Secret Identity,NA,NA,Blond Hair,Female Characters,Living Characters,"c(104.25, 75.25)"
Tybalt (Microverse) (Earth-616),No Dual Identity,NA,NA,White Hair,Male Characters,Living Characters,"c(104.75, 75.25)"
Randau (Earth-616),NA,Bad Characters,NA,No Hair,Male Characters,Living Characters,"c(109.25, 75.25)"
Woodson Hex (New Earth),NA,Bad Characters,NA,White Hair,Male Characters,Deceased Characters,"c(110.25, 75.25)"
Shawn Key (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(110.75, 75.25)"
V'lrym (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Living Characters,"c(111.25, 75.25)"
Chandra (Centaurian) (Earth-616),Public Identity,Good Characters,NA,No Hair,Female Characters,Living Characters,"c(137.75, 75.25)"
Zak-Del (Earth-616),Secret Identity,Good Characters,Red Eyes,White Hair,Male Characters,Living Characters,"c(139.75, 75.25)"
Payne (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,"c(140.25, 75.25)"
Stanislaus Drozdowski (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,"c(142.75, 75.25)"
Mesmero (Vincent) (Earth-616),Secret Identity,NA,Green Eyes,Brown Hair,Male Characters,Living Characters,"c(143.75, 75.25)"
Heike Zemo (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Female Characters,Deceased Characters,"c(-118.25, 75.75)"
Doctor Hyde (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-115.75, 75.75)"
Cybelle (Earth-616),Secret Identity,Bad Characters,NA,Red Hair,Female Characters,Deceased Characters,"c(-113.25, 75.75)"
Invader-1 (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(-111.75, 75.75)"
Jeanne-Marie Beaubier (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,"c(-106.25, 75.75)"
Armory (New Earth),NA,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(-105.75, 75.75)"
Paydirt (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-101.75, 75.75)"
Mercedes (Hellfire Club) (Earth-616),NA,Bad Characters,Red Eyes,Black Hair,Female Characters,Living Characters,"c(-99.25, 75.75)"
Howard Hanover (Earth-616),Public Identity,NA,NA,Black Hair,Male Characters,Living Characters,"c(-82.75, 75.75)"
Gladys Smallwood (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,"c(-81.75, 75.75)"
Satan (Jeff Mace Foe) (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,"c(-81.25, 75.75)"
Daboia (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters,"c(-58.75, 75.75)"
Sidearm (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,"c(-56.25, 75.75)"
Susan in Sunshine (Legion Personality) (Earth-616),Secret Identity,NA,Green Eyes,Blond Hair,Female Characters,Living Characters,"c(-55.25, 75.75)"
Molgotha (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-52.75, 75.75)"
Esteban Beach (Earth-616),Public Identity,NA,NA,Brown Hair,Male Characters,Living Characters,"c(-51.75, 75.75)"
Greg Herndon (Earth-616),NA,Bad Characters,NA,Red Hair,Male Characters,Living Characters,"c(-50.75, 75.75)"
Tayln Roark (Earth-616),Secret Identity,NA,NA,NA,Female Characters,Living Characters,"c(-50.25, 75.75)"
Colonel Sulphur (New Earth),NA,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,"c(-47.75, 75.75)"
Sun Wukong (Earth-616),Secret Identity,Good Characters,Black Eyes,Bald,Male Characters,Living Characters,"c(-46.75, 75.75)"
Kevin Mayer (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-46.25, 75.75)"
Big Top (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-44.75, 75.75)"
Desidera (Earth-616),No Dual Identity,Good Characters,Black Eyes,Blond Hair,Female Characters,Living Characters,"c(-36.25, 75.75)"
Dr Thaxton (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(-34.75, 75.75)"
Adolf Hitler (Clone) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(-34.25, 75.75)"
Stefano Mandragora (New Earth),Public Identity,Bad Characters,NA,White Hair,Male Characters,Deceased Characters,"c(-33.75, 75.75)"
